,sa,timedifference,sequence no,length
723,ac:36:13:5b:00:45,1347.480045074,20335,159
724,ac:36:13:5b:00:45,1347.500269091,20336,159
725,ac:36:13:5b:00:45,1347.737500266,20347,159
726,ac:36:13:5b:00:45,1347.756717202,20348,159
727,ac:36:13:5b:00:45,1355.497762448,20380,159
728,ac:36:13:5b:00:45,1355.954652125,20391,159
729,ac:36:13:5b:00:45,1355.995049848,20392,159
737,ac:36:13:5b:00:45,1360.2317525659998,20431,157
738,ac:36:13:5b:00:45,1360.2751278019998,20433,157
830,ac:36:13:5b:00:45,1688.926009501,24463,159
836,ac:36:13:5b:00:45,1694.030982608,24522,157
837,ac:36:13:5b:00:45,1694.4385888059999,24540,157
840,ac:36:13:5b:00:45,1694.459239414,24541,157
847,ac:36:13:5b:00:45,1694.5721561990001,24546,157
849,ac:36:13:5b:00:45,1694.66412268,24550,157
